datetime,hvac,air_temp,relative_humidity_set_1,solar_radiation_set_1,dew_point_temperature_set_1d,dayofweek,hourofday,kernel_0,kernel_1,kernel_2,kernel_3,kernel_4,kernel_5
2018-10-17 20:00:00,69.50592857250001,37.057500000000005,59.902499999999996,641.075,10.8475,2,20,1.1295351771660264e-42,5.957740017741509e-16,0.9999999998951803,1.0182396916091041e-25,2.0801732728984747e-16,1.0454105265270681e-10
2018-10-17 21:00:00,65.62658036,36.9525,59.0525,591.375,10.559999999999999,2,21,7.751289826280409e-38,9.028991792258564e-17,0.9999999999399343,1.0493273017969835e-26,9.787137511871035e-16,5.94442500711434e-11
2018-10-17 22:00:00,64.3162619025,35.4475,59.4375,496.55,9.905,2,22,5.028962237416746e-31,2.4377083741819455e-19,0.9999999999816075,9.85786530686535e-26,4.09604816479187e-15,1.7458203064887818e-11
2018-10-17 23:00:00,58.2679642875,33.4275,63.6325,358.2,9.8675,2,23,8.583457947501824e-24,5.476260345059496e-23,0.999999999939261,2.1869586447135297e-24,7.703246872229695e-13,5.091780125615325e-11
2018-10-18 00:00:00,60.26353869,29.4125,72.8125,189.975,9.917499999999999,3,0,8.76773443201279e-41,6.847286419791859e-61,0.991243445850126,0.004695366867006345,2.2141701984953845e-12,0.004061187271272412
2018-10-18 01:00:00,59.23977564,25.744999999999997,81.925,32.4325,9.8675,3,1,1.273450876076167e-35,8.417654829627044e-53,0.9998867188083301,2.726389509509341e-05,4.893689413953182e-11,8.601724693778414e-05
2018-10-18 02:00:00,58.6764583325,23.4,89.475,0.225,10.0475,3,2,4.774471409454614e-34,9.257217279263134e-48,0.9999762234793864,1.0198519495653852e-06,1.1198107762825259e-09,2.2755548458432687e-05
2018-10-18 03:00:00,53.680476187500005,23.3275,85.95,0.1775,9.285,3,3,4.413613849461233e-34,2.6312690903159943e-46,0.9999875207409425,2.5683735754220462e-06,1.398984376029986e-09,9.90948636501992e-06
2018-10-18 04:00:00,56.998776785000004,23.125,85.7,0.2,9.155000000000001,3,4,1.0007370689183648e-33,6.934867727504474e-45,0.9999899066310751,1.594407792179155e-06,2.4803414694958147e-09,8.496480686557816e-06
2018-10-18 05:00:00,57.715312502500005,22.8375,86.39999999999999,0.2,9.12,3,5,1.69103265232692e-33,9.975248664534471e-44,0.9999947692867827,3.849569660316314e-07,3.9520895981077086e-09,4.84180408757153e-06
2018-10-18 06:00:00,59.8657366075,22.98,85.69999999999999,0.2,9.05,3,6,1.862772491256296e-33,5.5874710263403605e-43,0.9999964689824598,6.79636482388698e-08,4.4718815795310275e-09,3.45858195498918e-06
2018-10-18 07:00:00,67.25064286,21.46,87.625,0.2,8.647499999999999,3,7,2.7878177273146845e-33,7.450644903644536e-42,0.9999968999352834,4.896941355544304e-08,5.86347964909043e-09,3.0452316481877056e-06
2018-10-18 08:00:00,66.69167143,20.88,93.275,0.2,9.39,3,8,1.0252573286076216e-32,9.883772698431864e-40,0.9999986660797272,4.932558923932701e-09,2.0256496435921392e-08,1.3087308521299024e-06
2018-10-18 09:00:00,66.1327,20.4925,94.65,0.2,9.39,3,9,7.751070935347188e-33,9.703284471836441e-39,0.9999994068804257,3.5799115046883827e-09,4.251722919262082e-08,5.470219270723295e-07
2018-10-18 10:00:00,65.57372856999999,20.515,94.875,0.2,9.4725,3,10,2.5804133063066393e-33,9.156148045218137e-39,0.9999998338236132,3.791303674963362e-09,3.789853968411691e-08,1.244861854546287e-07
2018-10-18 11:00:00,65.01475713999999,20.715,94.825,0.2,9.6175,3,11,4.345243987486661e-33,1.4850690003162252e-38,0.9999998637233852,7.10489175004571e-10,6.594359194288387e-08,6.962219315406006e-08
2018-10-18 12:00:00,64.45578571,20.395,94.6,0.2,9.375,3,12,4.140452473863288e-33,1.2220659509829182e-38,0.9999998106729753,1.2201757889472236e-10,1.4859617111881485e-07,4.060843955061779e-08
2018-10-18 13:00:00,58.670329365,20.7625,94.5,0.2,9.55,3,13,4.3026215094209826e-33,3.454013346890999e-39,0.9999993841779817,3.706093019308545e-11,5.949441337998365e-07,2.0840450042450305e-08
2018-10-18 14:00:00,59.5115,20.9125,94.325,2.725,9.6125,3,14,3.652540497302158e-33,5.436395442674852e-40,0.9999988642735645,6.673155819743092e-12,1.12231431148677e-06,1.3405014790408548e-08
2018-10-18 15:00:00,47.1307142875,21.1125,93.85000000000001,52.1525,9.645,3,15,9.715038758598004e-35,1.2076915507816076e-41,0.9999761294807364,2.052806747871463e-12,2.3855592092776532e-05,1.4924228167215982e-08
2018-10-18 16:00:00,54.932035715,22.2025,90.925,258.9,9.639999999999999,3,16,3.5635939247759055e-39,1.3072317340935298e-40,0.9999898309104551,1.0077003550807935e-15,1.0156934158841441e-05,1.2154633036663951e-08
2018-10-18 17:00:00,53.4893750025,25.845,82.69,430.95000000000005,10.010000000000002,3,17,7.84341114656253e-48,2.457356920799704e-40,0.9999973254755039,1.2675344615565953e-18,2.6699117556955335e-06,4.612337346219729e-09
2018-10-18 18:00:00,56.425158425,29.325000000000003,73.9225,552.55,10.165000000000001,3,18,8.092196897223582e-57,1.8870623621324907e-40,0.9999997180985201,1.6657155476012384e-22,2.809995647860758e-07,9.017889413779475e-10
2018-10-18 19:00:00,64.873701925,32.254999999999995,68.125,614.25,10.43,3,19,2.370561400072254e-60,1.4962720261650374e-38,0.9999999905972995,3.648856251847289e-24,9.242054758766764e-09,1.605295206301615e-10
2018-10-18 20:00:00,60.990293425000004,34.9475,63.125,637.425,10.592500000000001,3,20,9.591163624286327e-62,1.671371940060595e-38,0.9999999930063987,5.209041184715038e-26,6.933992921826467e-09,5.942327748135958e-11
2018-10-18 21:00:00,57.211647725,37.32,59.095,585.0999999999999,10.729999999999999,3,21,3.074891654210475e-57,7.000228480110066e-39,0.9999999913354675,1.5450981337001244e-25,8.620538094894836e-09,4.353058406933875e-11
2018-10-18 22:00:00,66.3983720225,37.9075,58.71,495.02500000000003,10.9125,3,22,2.7942420487610876e-50,4.89080677256323e-40,0.9999999993919069,5.519339105552536e-25,5.899910282113833e-10,1.743847551058453e-11
2018-10-18 23:00:00,67.2236666625,36.395,61.8425,350.775,10.8525,3,23,3.8365731790206243e-41,3.108430799632636e-42,0.9999999986422776,4.628156238591578e-25,1.313962766809679e-09,3.9742911162035864e-11
2018-10-19 00:00:00,64.3669166625,34.394999999999996,66.275,186.77499999999998,10.8125,4,0,4.5135558817426364e-70,6.478452234185162e-95,0.9854522175394151,0.0012316342830441733,1.672727341599253e-08,0.013316131420437171
2018-10-19 01:00:00,59.38623511749999,32.405,71.0125,30.775000000000002,10.83,4,1,5.7404167618306535e-64,9.683472378257617e-87,0.9996497465879799,0.00023567260949296898,1.1694538699411921e-08,0.00011456910677055966
2018-10-19 02:00:00,57.964119045,29.405,78.2625,0.035,10.760000000000002,4,2,1.6190574052193394e-61,1.3548801839825098e-80,0.9999371983455333,4.219574746427518e-05,2.598685611505843e-07,2.0346038106374713e-05
2018-10-19 03:00:00,53.858928572500005,29.11,75.75,0.0,10.125,4,3,4.754027143796964e-61,2.4645030335474463e-78,0.9999588269786662,1.8125567786145178e-05,6.986797948650449e-07,2.2348773567179758e-05
2018-10-19 04:00:00,55.3386469775,28.9225,73.79249999999999,0.0,9.629999999999999,4,4,4.693405074611836e-61,4.415947681224695e-77,0.9999655134927588,4.718994921009225e-06,1.532296466048668e-06,2.8235215722285e-05
2018-10-19 05:00:00,57.997440475,31.395000000000003,61.620000000000005,0.0,7.8725,4,5,1.5014030698382684e-62,4.751991417337966e-80,0.9996979110620672,2.7186684948651075e-05,1.728355904159827e-07,0.00027472941661967656
2018-10-19 06:00:00,57.8298809525,33.79,50.955,0.0,6.2225,4,6,4.271222432149333e-64,7.03664411462994e-83,0.9956862157756696,0.00014810105243135015,1.730727148351572e-08,0.00416566585201402
2018-10-19 07:00:00,59.163497019999994,31.7425,56.515,0.0,6.8825,4,7,4.534410557308385e-62,1.2234736270838504e-78,0.9994827365345249,4.98333150785297e-05,1.311483677519692e-07,0.0004672989995538676
2018-10-19 08:00:00,61.6878273775,31.6125,54.582499999999996,0.0,6.345000000000001,4,8,1.248810404719437e-61,3.7608432942449993e-78,0.9994316960479848,0.00011645423849260341,1.0824164951005658e-07,0.00045174146686590577
2018-10-19 09:00:00,59.320178572500005,31.192500000000003,57.03,0.0,6.7524999999999995,4,9,1.100639370222476e-60,1.8315505257508053e-75,0.9998676183460034,2.5148581998131997e-05,2.1767263578566164e-07,0.00010701539726366283
2018-10-19 10:00:00,59.383974359999996,31.685000000000002,52.8,0.0,5.755,4,10,9.088500082366253e-61,8.734476196901827e-76,0.9996887944737881,8.641676329420513e-05,1.6938462317995182e-07,0.0002246193691131865
2018-10-19 11:00:00,59.6356842975,32.0925,51.695,0.0,5.6275,4,11,1.8012743716891187e-60,6.021572412329204e-75,0.9998195779454311,5.3087050331288814e-05,1.2393306907959234e-07,0.00012721105978192744
2018-10-19 12:00:00,62.938761902500005,32.4875,51.3,0.0,5.7675,4,12,4.8761887150553217e-60,5.933111302271951e-74,0.9998772672968247,8.227646409539088e-06,1.3773924191719516e-07,0.0001143672983572998
2018-10-19 13:00:00,62.46622024,31.205,55.050000000000004,0.0,6.16,4,13,1.99507607206152e-59,2.9146624005512016e-72,0.9999746055806364,6.221181140981912e-07,6.406878830659734e-07,2.4131603154664587e-05
2018-10-19 14:00:00,59.4408888025,33.45,48.7625,4.09,5.355,4,14,1.425547594319412e-59,4.5937187890655204e-73,0.999923944758179,1.7438802726094321e-06,1.2481934390498363e-07,7.418646014330165e-05
2018-10-19 15:00:00,59.345464282500004,33.425,48.41,113.4675,5.4475,4,15,1.0045761555118713e-59,2.4870011437289447e-72,0.9999853245434517,7.64291109665654e-08,7.370307807452348e-07,1.3861964477594208e-05
2018-10-19 16:00:00,54.69298769,31.779999999999998,59.815,283.575,7.835,4,16,5.131906012023493e-64,4.927779158178905e-69,0.9999660087867572,1.0917826446663533e-12,3.392832083157351e-05,6.28909615567966e-08
2018-10-19 17:00:00,64.86273958000001,33.205,69.96249999999999,437.05,10.937499999999998,4,17,1.3482894930217575e-72,8.735237820912986e-68,0.9999912902867855,7.070608448184719e-18,8.707850839408855e-06,1.8623100262549068e-09
2018-10-19 18:00:00,66.76013393000001,37.14,62.565000000000005,554.65,11.337499999999999,4,18,4.041978659151582e-81,2.669553141380551e-67,0.999999028536623,1.0946422593019335e-20,9.708839461944738e-07,5.793316140374382e-10
